chasingAgents,pullingAgents,action,prior,state,nextState,policyLikelihood,transitionLikelihood,posterior,marginalizedPosterior,normalizedPosterior
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,1.0,1.0674851385088278e-34,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, -1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, -1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, -1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, -1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (-1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (-1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (-1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (-1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, 1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, 1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, 1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, 1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, -1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, -1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, -1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((1, 0), (0, -1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (-1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (-1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (-1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (-1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, 1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, 1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, 1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, 1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, -1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, -1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, -1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, 1), (0, -1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (-1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (-1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (-1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (-1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (1, 0), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (1, 0), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (1, 0), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (1, 0), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, 1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, 1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, 1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, 1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, -1), (-1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, -1), (1, 0))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, -1), (0, 1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'noPull', 'pulled')","((0, -1), (0, -1), (0, -1))",3.842946498631781e-31,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,1.0674851385088278e-34,1.8977513573490295e-32
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((-1, 0), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((1, 0), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('wolf', 'master', 'sheep')","('pulled', 'pulled', 'noPull')","((0, 1), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
